BA,Local date,Time zone,Generation only?,Demand forecast,Demand,Net generation,Total interchange,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: GEO,NG: WAT,NG: PS,NG: SUN,NG: SNB,NG: WND,NG: WNB,NG: BAT,NG: OES,NG: UES,NG: OTH,NG: UNK,AZPS,BANC,BPAT,CEN,CFE,IID,LDWP,NEVP,PACW,SRP,TIDC,WALC,Subregion PGAE,Subregion SDGE,Subregion SCE,Subregion VEA,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
CISO,28Aug2024,Pacific,N,"723,797","742,521","616,034",,-19,"298,681","53,298","2,070",,"71,201",,"162,642",,"33,584",,,,,"-5,426",,"-11,710","-12,627","-25,177","2,068",,"-1,070","-23,152","-24,520",0,"-21,355",543,153,"329,117","57,653","353,204","2,543",2.29,0.89,2.02,,"120,633","1,900","1,314","123,854","30,073","1,070","152,858","646,028","762,875",0.42,0.44
CISO,29Aug2024,Pacific,N,"704,309","714,831","619,109",,-32,"281,859","53,197","2,071",,"77,428",,"159,770",,"47,850",,,,,"-3,034",,"-13,394",863,"-10,407",329,,"-1,205","-13,964","-24,766",0,"-21,527",556,-561,"310,531","56,338","345,304","2,658",2.29,0.89,2.03,,"113,891","1,905","1,383","117,179","25,242","1,130","141,291","647,434","731,510",0.40,0.43
CISO,30Aug2024,Pacific,N,"701,106","703,551","610,605",,0,"290,271","53,268","2,068",,"68,756",,"157,084",,"41,316",,,,,"-2,156",,"-18,469","-2,345","-12,799",781,,"-1,768","3,821","-24,182",0,"-24,502",595,"-1,735","302,315","55,773","342,826","2,639",,0.89,2.03,0,"117,180","1,906","1,316","120,402","26,250","1,858","144,795","638,248","718,851",0.42,0.44
CISO,31Aug2024,Pacific,N,"663,291","673,626","572,221",,0,"267,433","37,670","1,942",,"70,236",,"156,930",,"38,367",,,,,-362,,"-14,648","-7,644","-16,726","1,113",,"-1,477","-2,856","-24,959",0,"-21,272",566,-375,"283,017","51,454","336,458","2,699",,0.89,2.03,0,"107,939","1,789","1,252","110,980","26,701","1,295","136,387","598,369","686,647",0.41,0.44
CISO,01Sep2024,Pacific,N,"657,335","670,086","578,297",,0,"273,256","38,266","2,052",,"66,874",,"160,664",,"43,604",,,,,"-6,410",,"-14,760","-1,628","-4,122",205,,-394,"-4,451","-28,142",0,"-22,782",392,332,"273,108","52,622","341,626","2,735",,0.89,2.03,0,"110,395","1,891","1,268","113,553","25,322","1,594","137,281","608,480","683,830",0.41,0.44
CISO,02Sep2024,Pacific,N,"679,646","694,446","588,842",,0,"265,754","52,927","2,060",,"70,900",,"156,002",,"45,339",,,,,"-4,134",,"-14,974","-7,567","-12,782","4,152",,-235,"-9,772","-29,310",0,"-23,976",459,-294,"276,939","55,644","359,143","2,720",,0.89,2.03,0,"107,439","1,897","1,325","110,661","27,965","1,719","136,907","615,844","710,143",0.40,0.43
CISO,03Sep2024,Pacific,N,"765,383","782,827","661,499",,0,"362,862","53,918","2,050",,"66,695",,"156,865",,"23,204",,,,,"-4,095",,"-14,392","-5,715","-19,106","1,723",,"-1,407","-23,442","-27,432",0,"-22,175",488,"1,204","320,508","63,385","396,076","2,859",,0.89,2.03,0,"146,672","1,889","1,249","149,809","32,622","1,257","181,175","692,995","803,249",0.48,0.50
CISO,04Sep2024,Pacific,N,"822,822","835,835","748,075",,0,"434,153","53,937","2,037",,"80,555",,"157,847",,"29,299",,,,,"-9,755",,"-18,010","3,539","-1,726","5,926",,"1,107","-12,499","-31,083",0,"-26,410",523,"1,574","340,875","69,584","422,551","2,822",,0.89,2.03,0,"175,577","1,878","1,316","178,771","31,633","3,778","206,626","781,999","859,058",0.50,0.53
CISO,05Sep2024,Pacific,N,"882,922","880,148","788,182",,0,"470,192","53,905","2,048",,"75,778",,"148,862",,"42,670",,,,,"-5,278",,"-18,440","5,506","2,247","4,982",,"1,112","-18,335","-34,322",0,"-28,825",608,819,"342,059","76,636","458,625","2,828",,0.89,2.03,0,"190,039","1,888","1,312","193,239","36,097","4,637","224,699","816,896","901,544",0.52,0.55
CISO,06Sep2024,Pacific,N,"886,403","898,901","790,742",,0,"478,575","53,898","2,054",,"77,722",,"140,779",,"40,340",,,,,"-2,630",,"-15,895","2,808","-2,603","3,150",,-87,"-23,600","-32,812",0,"-28,123",686,"1,236","342,341","79,479","474,441","2,640",,0.89,2.03,0,"193,793","1,893","1,282","196,969","36,578","3,224","230,323","817,558","912,798",0.53,0.56
CISO,07Sep2024,Pacific,N,"812,920","829,065","714,008",,0,"409,181","53,821","2,051",,"82,007",,"127,214",,"39,883",,,,,-153,,"-18,352","4,352","-3,501","5,048",,-747,"-24,445","-31,538",0,"-30,128",852,456,"310,475","78,605","437,608","2,385",,0.89,2.03,0,"166,090","1,890","1,252","169,232","38,268","3,589","203,910","740,120","838,123",0.50,0.54
CISO,08Sep2024,Pacific,N,"801,497","819,319","690,984",,0,"398,962","53,861","2,046",,"71,442",,"129,083",,"40,185",,,,,"-4,600",,"-21,624","1,047","-6,290","2,110",,"-1,838","-24,350","-31,631",0,"-34,067",827,-578,"301,079","85,056","430,458","2,728",,0.90,2.03,0,"162,078","1,885","1,215","165,179","41,111","2,544","203,746","720,375","836,769",0.51,0.54
CISO,09Sep2024,Pacific,N,"868,370","872,410","720,818",,0,"411,294","53,827","1,888",,"71,783",,"150,267",,"38,612",,,,,"-6,861",,"-23,328",-926,"-22,792","5,819",,"-2,058","-34,432","-31,390",0,"-32,287",851,570,"323,958","86,568","459,102","2,785",,0.89,2.03,0,"166,956","1,740","1,292","169,988","44,224","2,386","211,825","752,639","892,612",0.50,0.52
CISO,10Sep2024,Pacific,N,"792,985","782,960","663,810",,0,"318,402","53,850","1,772",,"79,957",,"152,089",,"64,201",,,,,"-6,467",,"-18,486","-2,663","-12,348","4,480",,"-2,005","-21,904","-28,292",0,"-27,198",667,-441,"296,358","73,169","410,762","2,670",,0.89,2.03,0,"129,042","1,630","1,416","132,089","35,282","1,789","165,581","692,355","800,545",0.42,0.46
CISO,11Sep2024,Pacific,N,"673,796","692,873","591,117",,0,"211,522","53,845","2,057",,"61,706",,"160,589",,"104,703",,,,,"-3,303",,"-15,202","-6,534","-15,328",308,,"-3,256","-21,610","-21,919",0,"-18,170",392,-885,"289,082","58,396","342,846","2,548",,0.89,2.03,0,"85,633","1,891","1,554","89,078","29,298",709,"117,667","621,811","724,015",0.32,0.36
CISO,12Sep2024,Pacific,N,"636,452","667,529","545,676",,0,"183,902","53,897","1,206",,"60,981",,"156,976",,"91,325",,,,,"-2,614",,"-19,490","-7,925","-20,446",94,,"-5,015","-29,094","-21,228",0,"-19,205",348,"-1,225","290,364","53,102","321,643","2,421",,0.89,2.03,0,"74,555","1,110","1,486","77,150","33,042",663,"109,529","575,424","698,610",0.30,0.35
CISO,13Sep2024,Pacific,N,"633,589","665,959","527,054",,0,"218,664","53,720","1,104",,"60,579",,"157,094",,"36,081",,,,,-186,,"-20,903","-11,567","-23,660",234,,"-3,593","-27,639","-18,295",0,"-24,381",40,"-2,555","291,955","54,394","317,295","2,314",,0.89,2.03,0,"88,649","1,015","1,275","90,939","35,747",259,"126,427","554,853","687,172",0.36,0.41
CISO,14Sep2024,Pacific,N,"575,093","627,181","497,684",,0,"198,916","38,784","1,104",,"66,431",,"154,057",,"42,522",,,,,"-4,128",,"-18,245","-9,306","-23,144","2,343",,"-3,473","-24,329","-23,377",0,"-21,436",424,"-1,576","275,275","51,646","297,921","2,339",,0.89,2.03,0,"80,620","1,015","1,221","82,856","34,196",759,"116,293","520,935","643,054",0.35,0.40
CISO,15Sep2024,Pacific,N,"536,982","587,730","522,649",,0,"173,768","38,519","1,179",,"60,257",,"154,788",,"100,909",,,,,"-6,765",,"-13,870","-4,936","-7,240",238,,"-3,936",-707,"-18,601",0,"-14,259",179,148,"252,353","53,648","279,340","2,392",,0.89,2.03,0,"70,432","1,085","1,425","72,942","21,339","2,106","92,175","549,300","612,284",0.29,0.33
CISO,16Sep2024,Pacific,N,"582,681","614,388","521,549","-100,127",0,"182,987","54,008","1,850",,"63,083",,"141,506",,"76,057",,,,,"2,062",,"-18,230","-9,956","-14,995",-267,,"-4,398","-7,516","-20,639",0,"-20,922",-98,"-3,106","264,678","52,559","295,051","2,098",,0.89,2.03,0,"74,204","1,704","1,378","77,286","27,432",425,"104,293","546,852","646,979",0.31,0.36
CISO,17Sep2024,Pacific,N,"569,919","614,079","503,402","-119,196",0,"164,226","54,067","2,069",,"62,219",,"142,166",,"87,910",,,,,"-9,249",,"-21,903","-9,962","-15,816",904,,"-5,599","-19,197","-19,970",0,"-26,036",26,"-1,643","273,942","48,986","289,154","1,998",,0.89,2.03,0,"66,607","1,906","1,401","69,914","32,493",801,"101,607","534,437","653,633",0.29,0.34
CISO,18Sep2024,Pacific,N,"587,671","618,029","490,614",,0,"188,437","54,110","2,004",,"55,613",,"141,796",,"45,732",,,,,"2,922",,"-23,922","-9,733","-19,082",304,,"-1,990","-17,289","-25,251",0,"-30,574",58,"-2,897","273,208","49,682","293,020","2,116",,0.89,2.03,0,"76,404","1,845","1,239","79,488","35,671",405,"114,754","516,058","646,434",0.34,0.39
CISO,19Sep2024,Pacific,N,"593,845","618,920","489,146",,0,"180,882","53,826","1,989",,"65,409",,"138,610",,"47,681",,,,,749,,"-21,975","-10,812","-19,270",634,,"-1,593","-19,540","-24,433",0,"-26,886",75,"-3,280","273,563","50,481","292,785","2,096",,0.89,2.03,0,"73,198","1,832","1,254","76,283","36,913",574,"112,622","512,381","639,461",0.33,0.39
CISO,20Sep2024,Pacific,N,"597,803","616,088","488,119","-117,054",0,"172,362","53,865","2,066",,"60,100",,"126,927",,"80,598",,,,,"-7,801",,"-20,730","-10,437","-20,557",311,,"-2,476","-11,870","-23,727",0,"-23,670",77,"-3,975","275,925","50,480","287,912","1,765",,0.89,2.03,0,"69,718","1,903","1,273","72,895","32,363",191,"105,067","508,969","626,023",0.32,0.37
CISO,21Sep2024,Pacific,N,"556,783","588,035","496,103","-85,379",0,"183,809","53,680","1,963",,"54,007",,"148,785",,"58,015",,,,,"-4,158",,"-19,594","-7,834","-6,444",247,,"-4,368",-741,"-23,999",0,"-20,452",40,"-2,234","262,984","46,662","276,434","1,955",,0.89,2.03,0,"74,486","1,807","1,271","77,565","27,243","1,218","103,590","519,689","605,068",0.33,0.38
CISO,22Sep2024,Pacific,N,"582,732","596,039","510,679",,0,"224,982","53,437","2,068",,"57,186",,"145,382",,"34,397",,,,,"-6,763",,"-17,868","-2,591","-6,542",375,,"-4,336","-1,073","-23,314",0,"-20,605",254,"-1,659","261,594","48,055","284,281","2,112",,0.89,2.03,0,"91,219","1,905","1,193","94,317","25,498","1,643","118,172","540,540","617,899",0.38,0.42
CISO,23Sep2024,Pacific,N,"694,839","684,354","574,978","-96,279",0,"302,421","53,357","2,034",,"55,255",,"145,049",,"14,810",,,,,"2,052",,"-13,295","-6,076","-17,255","2,674",,"-3,353","-10,368","-27,838",0,"-21,159",301,90,"304,742","53,307","324,083","2,227",,0.89,2.03,0,"122,291","1,873","1,132","125,296","28,874","1,257","152,913","601,888","698,167",0.46,0.48
CISO,24Sep2024,Pacific,N,"697,404","700,158","593,467","-96,108",0,"311,826","53,248","2,042",,"60,990",,"148,819",,"20,389",,,,,"-3,842",,"-17,252","4,271","-6,019","2,270",,"-3,001","-19,301","-29,923",0,"-26,088",555,"-1,620","321,786","52,403","323,604","2,370",,0.89,2.03,0,"126,281","1,879","1,158","129,319","34,677","2,160","161,836","618,233","714,341",0.46,0.50
CISO,25Sep2024,Pacific,N,"652,591","661,321","544,672",,0,"240,640","53,182","1,994",,"49,299",,"151,666",,"51,985",,,,,"-4,100",,"-12,032","-6,569","-15,117","1,144",,"-2,031","-26,347","-23,780",0,"-21,020",428,-603,"294,125","52,290","312,525","2,379",,0.89,2.03,0,"97,386","1,835","1,245","100,466","32,222",841,"131,846","569,811","675,738",0.39,0.43
CISO,26Sep2024,Pacific,N,"622,123","640,018","541,005",,0,"232,059","53,074","2,024",,"64,003",,"151,483",,"39,027",,,,,-668,,"-12,409","-5,681","-11,431","2,453",,"-2,268","-16,042","-22,473",,"-20,458",337,-586,"277,811","49,853","310,003","2,343",,0.89,2.03,0,"94,068","1,862","1,267","97,197","29,324","1,173","125,348","566,905","655,463",0.38,0.42
CISO,27Sep2024,Pacific,N,"637,446","653,015","548,977",,0,"265,625","52,882","2,038",,"59,804",,"151,582",,"19,706",,,,,"-2,657",,"-13,436","-10,015","-16,680",801,,"-2,281","-9,961","-23,802",0,"-21,089",275,"-1,080","291,613","50,284","308,762","2,356",,0.89,2.03,0,"107,576","1,876","1,176","110,627","31,382","1,288","140,721","576,542","673,810",0.42,0.46
CISO,28Sep2024,Pacific,N,"574,451","599,706","526,254",,0,"246,069","36,136","2,040",,"61,894",,"147,925",,"37,343",,,,,"-5,152",,"-9,488","-2,389","-6,607","1,857",,"-2,153","-1,836","-24,834",0,"-16,554",467,-511,"263,436","45,147","288,726","2,401",,0.89,2.03,0,"99,742","1,878","1,165","102,785","24,541","2,321","125,004","554,206","616,254",0.41,0.45
CISO,29Sep2024,Pacific,N,"555,361","574,820","496,723",,0,"204,941","35,531","1,366",,"61,518",,"143,852",,"58,047",,,,,"-8,537",,"-8,793","-7,093","-10,661",683,,"-3,117","-5,750","-21,261",0,"-14,573",309,811,"247,439","44,419","280,620","2,340",,0.89,2.03,0,"82,902","1,259","1,218","85,380","23,691","1,909","107,162","526,415","595,860",0.36,0.40
CISO,30Sep2024,Pacific,N,"645,660","664,246","554,115",,0,"281,472","43,200","1,104",,"55,949",,"143,840",,"29,044",,,,,-491,,"-18,465","-6,223","-14,759","3,211",,"-3,921","-7,843","-30,703",0,"-23,963",149,-268,"287,360","50,108","324,357","2,421",,0.89,2.03,0,"113,906","1,016","1,145","116,066","34,333","1,959","148,441","583,368","686,153",0.44,0.48
CISO,01Oct2024,Pacific,N,"728,109","731,423","607,273",,0,"345,546","53,363","1,104",,"57,053",,"137,682",,"19,572",,,,,"-7,042",,"-18,689","1,941","-25,325","2,474",,"-3,415","-20,032","-33,908",0,"-24,979",241,811,"324,656","54,203","350,077","2,490",,0.89,2.03,0,"140,062","1,015","1,118","142,195","38,873","2,267","178,800","640,324","761,205",0.49,0.52
CISO,02Oct2024,Pacific,N,"766,002","765,238","617,075","-137,896",0,"362,748","53,350","1,104",,"50,096",,"132,653",,"24,078",,,,,"-6,952",,"-25,309","5,343","-29,711","5,698",,"-4,089","-22,215","-36,861",0,"-31,692",243,697,"346,643","55,074","361,079","2,446",,0.90,2.03,0,"147,280","1,016","1,083","149,379","45,190","3,120","191,449","648,498","786,394",0.51,0.54
CISO,03Oct2024,Pacific,N,"740,557","758,015","636,033",,0,"358,882","53,193","1,104",,"46,849",,"136,356",,"38,993",,,,,658,,"-25,798","3,902","-22,898","7,738",,"-4,125","-4,578","-37,773",0,"-30,654",192,722,"344,054","55,105","356,445","2,414",,0.89,2.03,0,"145,672","1,016","1,159","147,848","42,384","4,775","185,457","664,623","777,895",0.49,0.53
CISO,04Oct2024,Pacific,N,"720,837","741,004","577,172",,0,"330,688","53,160","1,104",,"46,609",,"126,222",,"27,476",,,,,"-8,084",,"-24,696","3,838","-36,327","5,680",,"-3,862","-32,136","-34,808",0,"-31,513",552,"-1,083","330,416","55,696","352,576","2,315",,0.89,2.03,0,"133,843","1,018","1,055","135,916","50,284","2,655","183,545","608,883","763,238",0.49,0.53
CISO,05Oct2024,Pacific,N,"677,109","698,255","555,141",,0,"327,465","38,425","1,104",,"39,629",,"131,482",,"21,414",,,,,"-4,369",,"-21,192","1,501","-30,361","4,138",,"-3,533","-22,801","-35,584",0,"-25,441",465,-597,"313,317","51,406","331,088","2,442",,0.89,2.03,0,"132,582","1,017",982,"134,581","44,643","1,907","177,317","586,654","720,059",0.51,0.54
CISO,06Oct2024,Pacific,N,"661,423","691,380","580,803",,0,"353,322","38,570",426,,"42,216",,"130,113",,"18,576",,,,,"-2,420",,"-17,031","2,022","-20,023","7,438",,"-3,057","-13,231","-37,703",0,"-21,782",93,-553,"313,533","50,960","324,503","2,385",,0.89,2.03,0,"142,783",,987,"144,190","37,284","3,059","178,415","613,057","716,884",0.52,0.55
CISO,07Oct2024,Pacific,N,"718,495","752,922","648,743",,0,"426,623","46,785",86,,"41,294",,"119,812",,"16,699",,,,,"-2,556",,"-18,141",-367,"-13,072","9,228",,"-3,093","-10,327","-35,726",0,"-24,692",-146,"-1,408","344,289","55,701","350,528","2,409",,0.89,2.03,0,"172,227",,970,"173,298","38,517","3,641","208,174","681,679","779,423",0.56,0.59
CISO,08Oct2024,Pacific,N,"687,288","724,137","647,663","-73,322",0,"400,665","53,480",890,,"46,141",,"122,044",,"34,025",,,,,"-9,583",,"-16,849","5,212","-2,362","10,695",,"-3,097","-10,323","-33,991",0,"-23,435",476,352,"327,521","54,275","339,857","2,485",,0.89,2.03,0,"161,823",821,"1,075","163,719","33,959","5,384","192,294","683,927","757,249",0.53,0.56
CISO,09Oct2024,Pacific,N,"658,304","683,189","592,699","-84,536",0,"335,576","53,596",915,,"37,312",,"128,530",,"47,131",,,,,"-10,355",,"-13,052","5,603","-7,170","4,697",,"-4,434","-11,995","-36,374",,"-23,126",759,556,"298,453","51,887","330,525","2,323",,0.89,2.03,0,"135,691",841,"1,109","137,641","31,530","3,578","165,592","627,857","712,393",0.48,0.51
CISO,10Oct2024,Pacific,N,"634,117","664,952","600,511","-55,897",0,"343,918","53,563",549,,"42,626",,"122,102",,"36,190",,,,,"1,555",,"-8,542","4,864","5,961","2,669",,"-4,612","-9,497","-29,868",0,"-16,198",547,"-1,221","290,473","53,500","318,859","2,121",,0.89,2.02,0,"138,770",504,"1,083","140,356","24,858","3,837","161,377","628,935","684,832",0.49,0.52
CISO,11Oct2024,Pacific,N,"606,192","645,617","561,471","-73,177",-12,"313,221","53,532",0,,"36,220",,"117,763",,"40,563",,,,,187,,"-12,369","7,756","-1,210","3,333",,"-5,031","-9,990","-33,237",0,"-21,214",308,"-1,523","273,473","53,026","316,973","2,149",2.27,0.89,,,"126,303",0,"1,060","127,363","31,120","3,772","154,711","591,760","664,937",0.47,0.51
CISO,12Oct2024,Pacific,N,"550,434","587,062","514,007","-63,704",-24,"241,050","53,679",-33,,"38,341",,"126,936",,"60,301",,,,,"-6,253",,"-13,965","4,352","7,787","3,126",,"-3,845","-9,075","-29,440",0,"-20,885",273,"-2,032","255,868","47,943","281,129","2,123",2.28,0.89,2.02,,"97,263",,"1,154","98,417","29,187","3,919","123,685","544,285","607,989",0.40,0.45
CISO,13Oct2024,Pacific,N,"524,550","555,428","486,252","-63,037",-24,"212,672","53,851",-41,,"36,577",,"128,493",,"57,686",,,,,"-2,962",,"-15,850","3,729","3,312","2,788",,"-5,810","-1,671","-27,569",0,"-19,974",-10,"-1,982","248,165","45,528","259,736","2,002",2.28,0.89,2.02,,"86,109",,"1,130","87,239","28,855","3,460","112,633","509,532","572,569",0.38,0.43
CISO,14Oct2024,Pacific,N,"574,744","615,874","519,878","-90,092",-24,"251,424","53,924",-50,,"37,594",,"131,798",,"52,943",,,,,"-7,734",,"-17,668","7,943","-9,835","3,610",,"-4,497","-14,116","-29,833",0,"-21,930",179,"-3,945","273,930","51,332","288,474","2,130",2.28,0.89,2.02,,"101,520",,"1,134","102,653","34,588","2,625","134,617","549,303","639,395",0.41,0.46
CISO,15Oct2024,Pacific,N,"583,174","631,615","519,662","-108,067",-24,"261,281","53,945","1,689",,"40,050",,"129,562",,"41,009",,,,,"-7,850",,"-21,550","11,277","-12,582","3,652",,"-4,180","-18,088","-31,675",0,"-31,062",302,"-4,161","279,808","54,395","295,268","2,146",2.28,0.89,2.03,,"105,876",,"1,087","108,528","41,177","3,811","145,895","548,721","656,788",0.44,0.49
CISO,16Oct2024,Pacific,N,"590,871","633,371","495,559","-140,913",-24,"213,430","53,847","2,045",,"42,937",,"115,683",,"72,839",,,,,"-5,206",,"-21,150","5,552","-22,548","4,812",,"-4,182","-32,748","-33,027",0,"-32,465",316,"-5,473","279,658","55,521","296,066","2,126",2.29,0.89,2.04,,"86,438","1,892","1,172","89,502","47,050","2,154","134,398","523,346","664,259",0.38,0.45
CISO,17Oct2024,Pacific,N,"581,637","613,680","495,403","-128,071",-24,"177,951","54,024","2,054",,"38,810",,"122,401",,"102,853",,,,,"-2,670",,"-19,626","-1,557","-15,375","4,827",,"-4,588","-26,159","-30,869",0,"-29,200",159,"-5,683","261,411","53,960","296,229","2,076",2.29,0.89,2.04,,"72,206","1,896","1,314","75,416","41,031","1,330","115,117","525,169","653,240",0.32,0.39
CISO,18Oct2024,Pacific,N,"555,461","582,210","479,160","-117,137",-24,"204,832","54,253","1,880",,"39,504",,"116,855",,"66,297",,,,,"-4,438",,"-21,593","-2,183","-5,664","2,749",,"-6,287","-16,032","-28,748",0,"-31,374",42,"-8,047","251,726","49,342","279,252","1,892",2.29,0.90,2.03,,"83,162","1,728","1,143","86,033","38,690","2,059","122,664","507,054","624,191",0.37,0.43
CISO,19Oct2024,Pacific,N,"511,461","546,494","433,332","-122,395",-24,"197,772","54,186","2,080",,"35,444",,"114,812",,"34,586",,,,,"-5,526",,"-21,277","-6,934","-11,835",117,,"-7,208","-10,918","-29,342",0,"-28,471",47,"-6,574","239,001","44,752","260,852","1,891",2.28,0.89,2.03,,"80,169","1,912","1,008","83,088","35,560",943,"117,705","464,611","587,006",0.39,0.44
CISO,20Oct2024,Pacific,N,"504,099","534,885","435,704","-101,922",-24,"203,649","54,139","2,071",,"37,622",,"120,433",,"19,022",,,,,"-1,219",,"-19,149","-5,374","-2,806",-8,,"-8,116","-5,712","-28,257",0,"-27,089",-171,"-5,240","229,237","44,760","258,991","1,902",2.28,0.90,2.03,,"82,710","1,902",992,"85,604","32,949","1,783","116,770","466,469","568,391",0.40,0.45
CISO,21Oct2024,Pacific,N,"570,102","587,376","469,311","-123,836",-24,"239,721","54,142","2,083",,"32,469",,"113,485",,"30,919",,,,,"-3,485",,"-22,579","-8,773","-13,954",815,,"-7,527","-20,764","-15,121",0,"-29,278",73,"-6,728","252,125","50,689","282,582","1,980",2.28,0.90,2.03,,"97,421","1,915",979,"100,316","35,299",463,"135,152","499,048","622,884",0.44,0.48
CISO,22Oct2024,Pacific,N,"579,321","600,426","517,429","-86,692",-24,"289,699","54,221","2,073",,"32,185",,"119,684",,"20,237",,,,,-653,,"-21,903",-871,"1,533","2,628",,"-6,495","-26,039",-854,0,"-26,249",243,"-8,685","253,903","53,135","291,415","1,972",2.28,0.89,2.03,,"117,103","1,913",965,"119,982","30,627","1,893","148,717","545,456","632,148",0.48,0.52
CISO,23Oct2024,Pacific,N,"571,183","606,433","516,483","-98,260",-24,"288,484","54,198","2,076",,"31,479",,"120,478",,"24,825",,,,,"-5,042",,"-21,078","-2,984",867,"2,636",,"-6,298","-33,259",-194,0,"-29,702",295,"-8,543","253,589","53,973","296,908","1,966",2.28,0.89,2.02,,"116,611","1,906",972,"119,489","33,998","1,934","151,553","545,983","644,243",0.48,0.52
CISO,24Oct2024,Pacific,N,"568,798","598,499","505,211","-104,936",-24,"258,478","54,181","2,070",,"34,130",,"112,362",,"47,725",,,,,"-3,725",,"-26,873","-4,406",-700,"2,991",,"-6,529","-29,003",-606,0,"-30,811",262,"-9,261","252,559","52,999","291,042","1,897",2.28,0.89,2.02,,"104,810","1,901","1,048","107,759","35,197","1,451","141,505","535,793","640,729",0.44,0.49
